User_Name,Location,Tweets
jordanharwick,"Chicago, IL","RT @csinclairart: Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
unIuckyriego,🇵🇭 ,"@blinksaviour @BLACKPINK Please I'm really hopeless rn:((🙏

@bp_leg4nds @jndkfilm @BLACKPINK"
Darkinhell_,Italy,My mind is an hopeless mess.
SirGull,"Raleigh, NC","The Nameless Place
An island roughly the size of Texas that fell to a Death Tyrant, which rules it with its army of… https://t.co/suzKgGs8dF"
LRNFNY,Jersey,When I feel hopeless I go for country music because they appreciate little things in life
i_am_aundrayuh,California (she/her),"RT @csinclairart: Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
3refall,they/them,"RT @csinclairart: Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
Joe_Bloggs_AU,,"@RagingWaters bad weather should have made for short queues and a great day, but lack of staff means not enough rid… https://t.co/I1aaPjYQpk"
myroslv,ca,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
demonishiki,,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
brexit_d,"Scarborough, England",RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
imnot_Scha,over there,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
AriaCamille2,"Montréal, Québec","RT @csinclairart: Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
OlaMohs09808600,,RT @Koki3558: Mr.President @POTUS we were waiting for u today.we are sad and hopeless.Time is running out of us please we stop sleeping let…
a_yawning_cat,"California, USA",the greatest hope is that everything is hopeless. then I can justify any action and any belief.
sponched,"md, usa","RT @wilshleyc: check out this baaaaaabe, her name is cosine dupont and she's an engineer/arms dealer and total hopeless romantic 😩💕 https:/…"
baleseng_more,,Have u ever given what u cant have or taste? People look up to u 4 motivation. Once u done fulfilling the assignmen… https://t.co/X2lLWVsIWr
NajihAziz,,"RT @csinclairart: Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
hannworkman_,,at the start of the week i was feeling hopeless but now i’m out on patrol and got a bit more hope and helping other… https://t.co/PdKdc3litx
hoziehomie,"Orem, UT","i would like to follow this up by saying that i mean hopeless as in ""hopeless 🤪"" not ""hopeless 💔"" please don't think i'm trying to be edgy"
spicyylilmeech,Mac Miller’s Blue Slide Park,"RT @csinclairart: Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
StAbbsBoat,"Glasgow, Scotland","@Buaidh_BhoysHH No! Please pass on 😎
I'm 50 don't you know! 🤗 Fkn hopeless 😂"
agtheeog,nirvana,"RT @csinclairart: Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
bola_ajomale,,"RT @iyaboawokoya: Chris Hadfield: ""Competence means keeping your head in a crisis, sticking with a task even when it seems hopeless, &amp; impr…"
savage2403,,Can the australian government fuck off please with this google shit you hopeless cunts
theindiedrop,United States,Through dark and hopeless times in the mix of a global pandemic @SeanyValy and @SixFootScotty kept the passion burn… https://t.co/kNgrdUZpfu
kimdnsyaaaaa,malaysia,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
lmaosaint_,with the clouds - they/her,"RT @csinclairart: Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
chaunz1e,,"RT @csinclairart: Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
clementinegem,,so hopeless but i’m still a romantic 💋
cllrmcloughlin,"Wigan, England","Well, JRM should be an expert on hopeless administrations by now. https://t.co/kK1VA0I2Yg"
csinclairart,"Chicago, IL","Hopeless Romantic

VALENTINES DAY https://t.co/QsIycvEjh2"
Francis_Scarfin,,RT @maydayparade: You can call it the Valentine's Day drop. You can call it the Anti-Valentine's Day drop. You can even call it the Call Me…
ms_ammah,Right by your side..,"RT @hayateey1: Keep sharing employment opportunities. God bless you as you do. 

In Sha Allah none of you seeing this will walk out of 2021…"
FfbKell,,"@_SmartyPanties_ @ess_bee33 Also, if you see Kevin sneaking around the female dorms...just smack him into November.… https://t.co/3ukuljFfST"
gem_atomic,,"RT @dogparkdesu: When everything seems hopeless, how will Jolyne triumph over Miraschon in their battle for Jotaro's Disc?! My translation…"
BarbaraKiely,,RT @sharondingle: It's morning and there's a whole day to get through. Then another after that until we eventually emerge from this intermi…
2FACEDZODIAC,Snapchat: thesaintdyl,"RT @estrcllita: ⠀⠀— abigail cowen ❥ ⠀⠀ ⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀
✷ 　 　　 　 ·
 　 ˚ *
 · .•23, moon fanatic, actress, bisexual (female lean), wine connoiss…"
mcc4fferty,he/meow,me wanting to just vibe and be a whore after my messy relationship vs having attachment issues and being a hopeless romantic by default
hwngbbang,skz의 마음,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
Navreet86519792,,RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
staykidsoe,she/her ,"RT @qiara_young: Uhh, idk how to say this...but... Feeling like you don't belong is something everyone goes through. Sometimes it could fee…"
yichann10,,"RT @qiara_young: Uhh, idk how to say this...but... Feeling like you don't belong is something everyone goes through. Sometimes it could fee…"
polaroidtaes,"Indiana, USA","RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
HNJSUNGIE,SHE/HER - 21 ♡ STAYELF,"RT @qiara_young: Uhh, idk how to say this...but... Feeling like you don't belong is something everyone goes through. Sometimes it could fee…"
RinTheYordle,"Washington, USA","MAYBE IM HOPELESS
BUT I AINT
LOST
HOPE
YET

I will scream that line every fucking time god damn it FOX"
namelesssnad,"Montréal, Québec",im a hopeless romantic in a society where romance is almost rare... it fucking sucks
GoldingGent,,"RT @estrcllita: ⠀⠀— abigail cowen ❥ ⠀⠀ ⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀
✷ 　 　　 　 ·
 　 ˚ *
 · .•23, moon fanatic, actress, bisexual (female lean), wine connoiss…"
abidexhy,Lagos,"“I am bent, but not broken. I am scarred, but not disfigured. I am sad, but not hopeless. I am tired, but not power… https://t.co/sjpVOjNOsA"
skzserotonin,backdoor,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
83Woodsie,,@DeadlineWH @tarapalmeri @NicolleDWallace Wyoming is useless AND hopeless 😡
DemesneOfSand,In her room. Alone. ╱╱ ⚧,"RT @estrcllita: ⠀⠀— abigail cowen ❥ ⠀⠀ ⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀
✷ 　 　　 　 ·
 　 ˚ *
 · .•23, moon fanatic, actress, bisexual (female lean), wine connoiss…"
BLUEandGrey9530,Yeah we got to heaven. ,"RT @MoonieJoonieee: Here's another amazing rhythmical portion where Namjoon takes the last line we just read (you're hopeless = ""nodap"") an…"
spachero2,,"Might be an option to Robinhood. However, I'm not sure whether this would matter or not. Personally I'm a bit hopel… https://t.co/DKxMOtSAuk"
sugeed,Subang Jaya,RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
anacandini,,@kiddiepax @rejaie how can the upper people are letting all these to happen???? referee puk berat sebelah..malaysia… https://t.co/9agaFbw1eO
SKI1NNIE,,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
BLINKIUEEEEE,,@DobbysPussy HIII IM REALLY HOPELESS NOW 😭😭😭
ooijohn,,@simtzetzin @pragubathy More discouragement and a sense of hopeless.
brightskies99,Ontari-ari-ari-o🇨🇦,@Jessica00469341 I’m so sorry. I was reading u have a therapist to talk to? Is there anything they can do to help u… https://t.co/zqjkqXX8yu
__yellows,Nigeria,"RT @hayateey1: Keep sharing employment opportunities. God bless you as you do. 

In Sha Allah none of you seeing this will walk out of 2021…"
Jan_S_B_459,Engand,RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
AbdulAZiiZ999,11°59′14.38″N 50°46′38.88″E,"RT @1PolicyWonk: This statement encourages endless bickering and filibustering. 

If @UNSomalia is serious about breaking the current impas…"
hopeless_weekes,want to die lol,"RT @JakeLobin: Republicans claim to be #ProLife but kill cops.

Republicans claim to be #ProLife but are OK with 430,000 COVID deaths.

Rep…"
Rians_Hopeless,"Pockets, USA","@LoveThePuck Oooh, I know this one!... 

He was Sister’s boyfriend in the movie ‘Sparkle’!  🙃"
chanwithbrian,ph,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
mitch_gorman,Floriduh/Philly,"@uobrims *Completely* neutralized, which exposed their weakness: they'd put all their faith in *him* (and his line)… https://t.co/1cjgxrhWXL"
hwnghjsc,shoot! take a panorama !,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
giofri666,,@DrJasonLeong That ismail is a hopeless
itsJyyHxe,,God is able to bring hope into your life even when everything seems hopeless!
Leeknow_hanji,🇵🇭minor,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
Naomi24028402,,RT @Koki3558: Mr.President @POTUS we were waiting for u today.we are sad and hopeless.Time is running out of us please we stop sleeping let…
Fuad_Murcood,,"RT @1PolicyWonk: This statement encourages endless bickering and filibustering. 

If @UNSomalia is serious about breaking the current impas…"
wendylaude,,God is able to bring hope into your life even when everything seems hopeless.
Safaarah,Leaky cauldron,"RT @hayateey1: Keep sharing employment opportunities. God bless you as you do. 

In Sha Allah none of you seeing this will walk out of 2021…"
rjinbei,,"RT @AkiraMad0: step by step journey to becoming takashi shirogane

step 1: be a hopeless gay

#VLD #sheith #takashishirogane #keithkogane h…"
STRE3TLIGHT,seoho’s pepe bag + she / her ,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
KiakanS,,Hopeless
C2m1ll3,USA,RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
prodjnks_,,@DobbysPussy Im active but hopeless lmao😭
_lixqi_,Monbebe ♡ Monsta X is 7,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
BipolarClubRx,Infinite dimensions ,"RT @MrsMyerz: I feel like I'm a hopeless case. I actually know I am. After 10-11 years of severe depression, with shirt glimpses of okay da…"
victorzulu94,"Rapid City, SD","RT @picksuppennies: @HotPhoenix19 @wisemindmoney I'm so gross but I actually really prefer cold pizza if it's leftovers.

I'm hopeless! 🤣"
Handsome_kyuu,🇵🇭,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
Hollyoaks0007,"Tier 5, Plague Island Aka UK",RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
oya_bindhie,Soul Station,"Always find the bright side!

It's a beautiful day
Don't let it get away
It's a beautiful day 
Touch me
Take me to… https://t.co/P7w8lmGWtm"
myloveforoffgun,,"RT @mimijunguwu: no matter how much we grow up and change our principles, deep deep down within, we all have that little hope in hopeless r…"
emmaseevee,cuddling with my chippie💖,being in the environment that im in now is kind of alright but makes me feel a little hopeless. it is a positive on… https://t.co/EqHiwuB015
lyaaa0307,,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
Rosie_BLlNK,she/her,@jichuya_1 @saintrosentxo @hobi_lil_babie @cangiedsunga_ @4RobotAsahi @L1SAPEUPEU @Awtsgege_06 @jenniethesolo… https://t.co/Qpjbr6nYKC
CashandHash,"Austin, TX",“You don’t have to be hopeless” 🥀
ethniserrano,"Denton, TX",God is able to bring hope into your life even when everything seems hopeless.
MFibrillations,,@karagoldin im not hopeless🐶🐶🐶🐶
KevinGoodfell10,,@Zaimah @PoliticsJOE_UK ‘A hopeless administration’! Strong words
kit_cat_cas,,"""Open up your on repeat and the first five songs are you in a romantic comedy"" I mean, I knew I was a hopeless roma… https://t.co/Pd25baYrJu"
rawduhh_,sa langit na wala ang beer🍻,"hs peeps knew me as someone who’s lively, caring and cheerful. college peeps knew me as someone who’s gone wild, re… https://t.co/1V82c0MNbK"
Markbillace,"Dar es Salaam, Tanzania",RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
ArianaSena3,"New Jersey, USA","RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
sb__rocio,Safe place aka Stray Kids,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
Hamburgler08,,"RT @AP4Liberty: If the situation was hopeless, their propaganda would be unnecessary. https://t.co/3eM1tJm88V"
hopeless_pasta,,"RT @BMeiselas: AOC needs to be careful. If she keeps humiliating Ted Cruz, he might start campaigning for her."
jjunchic,14 carrd byf,@rvberrie cries in hopeless romantic
zachtselune,bandung,my hopeless romantic ass: https://t.co/FIeu68kOU2
whenprovoked,southeast Louisiana,"@PalmerReport I can't help but not get excited about the NY state investigation... am I wrong for this?  Cuz, I fee… https://t.co/HZbJTMT1o7"
nisrina_ikbar,"Jawa Timur, Indonesia","RT @paulinna168: @AlanTudgeMP @GregHuntMP @stuartrobertmp Oh, this is how it feels to be ignored and abandoned💔 I am so sad and hopeless. I…"
hyperparasitoid,white,Their white creators neglect to show kids how their oppression is connected to other oppressions. Believing that th… https://t.co/IX5W38QNa6
cbinnie27,,@mesipromotes @Donjuliozz @BLACKPINK @BLACKPINKFML @UK_BLINKS @GlobalBlackPink @BLACKPINKGLOBAL DONE! PLS PLS PLS i… https://t.co/rmZTFoxpaO
kingoregano,,"@Xilandro Wow, so it was a hopeless job from the start. Thanks for all the insight, dude. Really appreciate your honesty."
vougebts,🇧🇧•blm,A VERRYY HOPELESS ROMANTIC.. i make romantic scenarios everyday https://t.co/a8BFJip4Hm
dohkyu21_,,"RT @STUCKWlTHLlSA: cursing us for what? cramming? you guys kept asking for rs solo last year, sent emails, trucks, and what not. you had mo…"
bbcstichah,,RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
DV2021_,,RT @Koki3558: Mr.President @POTUS we were waiting for u today.we are sad and hopeless.Time is running out of us please we stop sleeping let…
GoodyerFred,"England, United Kingdom",RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
_SamBosworth,"Newcastle, UK","It's so great that around 3 times a week I just can't post to @instagram at all, as it just takes me back to the ne… https://t.co/YYD07vDwTl"
Jebikun,,@CENTERlTUS Why does this sound so realistic and hopeless at the same time???? https://t.co/zWOe6bBwxA
goyorivas_77,"Los Angeles, CA ",RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
dontloseurseven,she/her 🏳️‍🌈,"“everything you want, including willie” wow caleb no need to call alex out for being a hopeless gay  #JATPstreamingparty #RENEWJATP"
DowneyBill,,"RT @codeofvets: If you are feeling lost, shattered, hopeless. Make a call.

Suicide is not the answer. Life is messy. Life is beautiful. Re…"
TimHenshall,Blairstown NJ,RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
Lagahughlin,Aberdeen,"@AUOBALBA @IndyScotParty Aye, but I honestly don't think Sturgeon et al are actually interested in indy. All they w… https://t.co/yne1I181vA"
peteswonenine,"London, England",@Jamie_Sense @vonderleyen @BorisJohnson It's largely because national negotiations to obtain the vaccine were taken… https://t.co/kcV82OcWWT
Chave66286643,,RT @Koki3558: Mr.President @POTUS we were waiting for u today.we are sad and hopeless.Time is running out of us please we stop sleeping let…
CheckerClaim,,@DailyCaller This tweet is a hopeless collection of grotesque stoat pamphlets
hyunibinnieee,,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
quiscustodis,Rutland,"@BorisJohnson The infection rate isn't reducing by much.

You've been told that low paid people on zero hours contr… https://t.co/S96Wnwv5Qy"
SharonTengco2,"Manila City, National Capital ","#loveisnotourism #loveisnottourismph #LoveIsEssential #LINTph 
Will i ever see you again? 
I'm getting so frustrate… https://t.co/8WDyZ1nmpL"
Hammerheart3,"Valhalla, Asgard",@ryantylerpalmer @thedepthstar @AbstractGuts @RAZ0RFIST There will always be conflict. It's inevitable. Humanity th… https://t.co/dZEmjxbyjd
adreamaye,"Baltimore, MD","Call me hopeless(ly hopeful) but I just don’t believe that white people are that dumb, and that’s why I feel so dra… https://t.co/btZeIzRh6K"
shaermolang,,RT @maydayparade: You can call it the Valentine's Day drop. You can call it the Anti-Valentine's Day drop. You can even call it the Call Me…
God_n_control,,"few days i had a severe breakdown, i was screaming, the other day i had severe ocd anxiety/panic attack that made m… https://t.co/9I0byRVQ00"
Rians_Hopeless,"Pockets, USA","@Jim_Jordan Why are y’all so mad, is it b/c he’s working and not golfing? Or did you all think he was gonna be hold… https://t.co/pn6C2RANmC"
grannyannie1213,,@davematt88 I vote for the 4 seasons. Always the high end landscape company. With a name like 4 seasons and press t… https://t.co/WRPBaZMYxi
papii_atthaphan,Land Of Something,"RT @mimijunguwu: no matter how much we grow up and change our principles, deep deep down within, we all have that little hope in hopeless r…"
DearLordHereIAm,"St. Louis, MO",That boi Diggs(Joseph) is focused nigga ! U hopeless nigga! Better hope that 40 Cal gun smoke don't choke this nigga! #RaDiggs
JPN366,"Pelham, AL",RT @gourmetspud: I don't think I've ever felt sadder or more hopeless about people than I did in the aftermath of Sandy Hook.
minsungpuff,🍥 multi 🍥,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
Mikayynginaa,,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
Brainiac_____,Abuja,"RT @hayateey1: Keep sharing employment opportunities. God bless you as you do. 

In Sha Allah none of you seeing this will walk out of 2021…"
mapleservo,Calgary,"RT @Scribulatora: This vaccine narrative is everything that's wrong with politics, all in one place, sewed up like a voodoo doll.

Scared,…"
Buddhists4Pete,"Georgia, USA","My own people are leaving me hopeless, despondent. I live in the MTG district. I understand something about how she… https://t.co/YDFRcTVGhh"
Rians_Hopeless,"Pockets, USA","@notcapnamerica I saw this video that says cats like to mimic what you all do, so you may have to come up with a ti… https://t.co/FBc9snMbRz"
TheOdDiTy_33,,"RT @PodTims: 9 in a row, 4 trebles in a row, an invincible treble, European results that will go down in history, derby demolitions and eve…"
zmp_xo,,"RT @_lesleygg: I’m really such a hopeless romantic bro, one day all that romantic shit will happen TO ME 😭"
dook_sp,the gay area,@sentinelgrave @mcrumps don’t know if it can help a hopeless case like you though!
ensoIeillemxnt,➵ 𝘼𝙞𝙨𝙪. ,"I may be hopeless at romance because no one can take me seriously, but I do make a great wingman."
lemon_lich,,I know a lot of people are depressed and we all have our own problems. But I hate stopping and realizing how fuckin… https://t.co/Y4bcpPt6DY
t2kjae,In my bag hoe,RT @MadieAraiza: I love being a hopeless romantic I hope it kills me one day
DarrenDHed,,I'm not hopeless @realQuig https://t.co/35jS7aXxGx
margc_15,,RT @azhianichole: maybe i am a hopeless romantic afterall 🥲
23MEDlClNE,,@emersonwelds hopeless romantic
ericksond65,United States,"RT @codeofvets: If you are feeling lost, shattered, hopeless. Make a call.

Suicide is not the answer. Life is messy. Life is beautiful. Re…"
Tintie4,,"RT @Scribulatora: This vaccine narrative is everything that's wrong with politics, all in one place, sewed up like a voodoo doll.

Scared,…"
pinkhearthouses,she/her | they/them,@jennibutevil there are people who literally think it's cheating until eddie is legally divorced aka that's what th… https://t.co/yEoQIyeWRa
orcaninja,any pronoun 🥯 180 on sa2,"RT @wilshleyc: check out this baaaaaabe, her name is cosine dupont and she's an engineer/arms dealer and total hopeless romantic 😩💕 https:/…"
ahnirah,,RT @StargirlTpw: Used to have alot of hope for the future. Used to have alot of optimism. Now I just accept that today could be hopeless fo…
redsince77,"East Midlands, England",RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
Mia19769168,Riding Benji Dick 👿🍆,The rest of my life with you I want to grow old with you I want you to have my kids I wanna be there for you throug… https://t.co/nhyBiNRQVc
saykennn,"Atlanta, GA",RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
Itsfgdee,Sexy Beast,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
rochaser1967,,"@NeilDalal96 DG can't move...
if DB can't check him, then hopeless"
emmaba2157,United States,RT @karagoldin: If you can’t smile at this little one you are hopeless. #cutest https://t.co/BvrAN3O6qy
mojinayen,+63 '00 she,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
donnymac26,United Kingdom,RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
uwoinnie,15,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
cbinnie27,,"@Aznmomma69 @BLACKPINK i really want to see @BLACKPINK concert, but i can’t afford the ticket🥺i’ve participated in… https://t.co/hHC8Q8h1ns"
izayantis,19 / she/her,"🌿 channeled song for the collective! you may feel a bit hopeless right now, but keep pushing! you are a powerful be… https://t.co/EHkybnCXb6"
withyourtea,,@randombloke1876 @TimExcludedUK Yes. That’s all I can say. Yes. Hopeless.
Wildern40292565,,Amy very hopeless in her life but she never change her mind to loving mum https://t.co/30M6e2RjRy via @YouTube
Daavidg10,houston & NL,RT @azhianichole: maybe i am a hopeless romantic afterall 🥲
9liuo,,"I can't find my place
I've never had a home to rest my ache
I'm tired of being on my own and broken
Scared that it… https://t.co/qzM5gN0fQM"
growupskzz,"Nevada, USA","RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
FatGengar,"She/Her, They/Them","RT @wilshleyc: check out this baaaaaabe, her name is cosine dupont and she's an engineer/arms dealer and total hopeless romantic 😩💕 https:/…"
lxssio,"London, England",I don’t care about protecting the argument for the UK to rejoin the EU because it is a completely hopeless battle.… https://t.co/VMPQdoW3sI
Stephen19540131,"Bromley, London","RT @richardpauptit: @Stephen19540131 @robertcp when he has to work, he simply fails. he can't contribute to deadlines like EU negotiations,…"
5HLoveOnly,... is where my heart is,RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
20Aristotle,"New Brunswick, NJ","RT @AP4Liberty: If the situation was hopeless, their propaganda would be unnecessary. https://t.co/3eM1tJm88V"
MaxineC54687207,,"RT @wilshleyc: check out this baaaaaabe, her name is cosine dupont and she's an engineer/arms dealer and total hopeless romantic 😩💕 https:/…"
lookingforveee_,Africa,RT @maxxeene: Daz why I’m a hopeless romantic. Living through people’s love 🥲
vikrantaa,Bombay - Delhi - Mumbai,"@thesecret Sir, #India 🇮🇳 I going through a hopeless situation."
Raw6922,"England, United Kingdom",RT @toryboypierce: EU finally approve @AstraZeneca vaccine more than a month after the UK. What a hopeless bureaucratic shower
AnnaGrabowski,here (or maybe there),@iaincognito @ThePanCook2020 @GretaThunberg Are you more interested in protecting and defending and promoting Biden… https://t.co/uKAId4zKUR
GedCairns,Glasgow,@BobbyBhoy26 @jaimelawson08 Bonner ffs. He was ducking hopeless
dumbasskit,any pronouns | 18 | 🇸🇴,Nothing feeds my inner hopeless romantic the way period dramas do absolutely nothing
J1SUNGNISM,bodaramji ,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
femmes_violent,,"Suits have always been the enemy - it has always felt hopeless so we turn our frustration on to each other. 

They'… https://t.co/iEu7LoTORM"
adoreumint,read carrd byf,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
ChinoValleyEggs,"Colton, CA",We are hopeless ramen-tics for this homemade ramen! https://t.co/beMLwND7XD
Jokeb0i,,"RT @wilshleyc: check out this baaaaaabe, her name is cosine dupont and she's an engineer/arms dealer and total hopeless romantic 😩💕 https:/…"
wh__52,he/she,"RT @chibseokjin_: ""kim seokjin as your college boyfriend""

-- a thread that will leave you hopeful and hopeless at the same time. https://t…"
Rhianno96332433,,@snugglepoo0315 @thatgirlsophh @bubbleboo0408 Please can I message you? I’m so hopeless at the moment &amp; I have no one to talk to! :(
llisamanobn,she / her   ,I'm already hopeless but let me try 😭 #BlackPinkGoldenTicket https://t.co/PZ8m2dl55d
MWN22,,"RT @Matthew82069336: I moan a lot every time fake Christian Jacob Rees-Mogg opens his privileged mouth. Nothing ever worthwhile comes out,…"
pinkfabrics,— (N)SFW 18+ | MINORS DNI,"however, she’d do just about anything to prove those odds in any way. adulting can just be . . hard.

not to mentio… https://t.co/F5u69GcP8f"
ksmajestic,she/her,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
EMINTHO,14 ( she / her ),"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
cytosine_37,,RT @jos_beauch: i understand that there's some sort of donation deal linked to the views those bell videos get. but there is something cata…
GeGe801,United States,"@POTUS @KamalaHarris @WhiteHouse Anyone else have a calm, hopeful felling since 1-20-2021 ?. I still am scared, but… https://t.co/nzGgQXVJfh"
SunGal44,Your moms house,I’m feeling extremely hopeless right now
ang_eloquent,close to cov but not too close,"RT @israel__003: @bettinabroll_ @ang_eloquent @ludmilastangh THE cast:
- The low key puta (Bettina)
- THE puta (me)
- the alcoholic (lud)
-…"
ludmilastangh,,"RT @israel__003: @bettinabroll_ @ang_eloquent @ludmilastangh THE cast:
- The low key puta (Bettina)
- THE puta (me)
- the alcoholic (lud)
-…"
israel__003,"London, England","@bettinabroll_ @ang_eloquent @ludmilastangh THE cast:
- The low key puta (Bettina)
- THE puta (me)
- the alcoholic… https://t.co/CD8pQXKykw"
Matt_SFLAS,ǝnuǝʌɐ uooɯʎǝuoɥ,"@vcutgrande my way, hopeless romantic, sober, what i’m for, in the moment, do it better are all better than ridiculous"
snflwrskz,Chan's room ,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
drashumishra,India,RT @thesecret: There is no such thing as a hopeless situation. Every single circumstance in your life can change.
Slaughterpus,"Calgary, Alberta",Uh-oh people are reading through my old #Bmoviemaniacs tweets! I'm gonna have to move to Canada! Wait I'm already i… https://t.co/gChLADbfVC
WillyG4Liberty,,"RT @AP4Liberty: If the situation was hopeless, their propaganda would be unnecessary. https://t.co/3eM1tJm88V"
LeanderAlphabet,Hudson Valley,@eric_adelson @UFSportsMedia @zseifter @clantonadv Isn't that just the best? When they go out there and start doing… https://t.co/3vWSDRAG2V
brithagoddess,,I’ll always be a hopeless romantic lol
k9qu33n,SD,You can blame late 90s early 2000 Bollywood movies for making me a hopeless romantic cuz that’s all I watched growi… https://t.co/al4gSkT95T
jhopecorp,,everyday i either wake up to bread being cute on the tl or him being hopeless romantic
11O79s,she/her,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
M_S_Fricker,"Edmonton, Alberta, Canada","RT @Scribulatora: This vaccine narrative is everything that's wrong with politics, all in one place, sewed up like a voodoo doll.

Scared,…"
GoodGirlRebelLW,,"should tell them, but she was embarrassed.   Joanna and Dean Winchester's daughter getting bullied and not doing an… https://t.co/SnZDwB3afE"
Kiiyyowow,SHE/HER • Broken ENG ,"RT @intohyunins: “alien” is.. just like that song you want or need to listen late at night, when you feel misunderstood, hopeless, voiceles…"
