User_Name,Location,Tweets
ETrojan1111,,RT @MHResearchUniSA: Suicide Prevention Videos Developed By And For Adolescents. #SuicidePrevention #SuicideAwareness #Video https://t.co/y…
1101110112,GTFOH,"RT @Cleavon_MD: ""This was not a demonstration. This was not a failure to plan for a demonstration. This was a planned, coordinated attack o…"
prafulm08,"Mumbai, India",RT @TheAmitLakhani: There's a common tendancy of adding grave IPC sections in order to put pressure on the husband's side in matrimonial ca…
taufiqhakimi_,ayah pin turun beli surya,"RT @bellamelodys: ""your parents is the reason why you're here"" yea and they also the reason why i tried to commit suicide 😄"
Chukzddon1,,"RT @SaharaReporters: We’ll Rather Die Than Accept Evicted Seriki Fulani Back – Igangan Community Residents Vow | Sahara Reporters 
The comm…"
BulliTH_,Geburtsort: Einen a.d. Waffel,RT @URDailyHistory: 30 Jan 1943: Hitler promotes General Friedrich #Paulus to Field Marshall a day before Paulus surrenders at #Stalingrad.…
SangalDeepa,India,"RT @JannatFerdousee: A person whose weight is around  80 kg, who committed suicide (as per fake theory) but Fan did not bent,  How..?

- CB…"
sachdeva2007,,"RT @PreetiK38397033: We are so lost in thinking about winning, losing, success, failure. We have forgotten to living life. The most importa…"
moontango3,Global Citizen-Chicago ,"@GFerro65 @ddust420 Death announcements always make me stop, remember (especially at my age 😂 so much to ponder) wh… https://t.co/7GhPxlMMX5"
GriefCo,,Owen Paterson MP on his wife's suicide: 'It's horrifying to think she was suffering so badly without us knowing' Th… https://t.co/8X0LzZIWNi
SangalDeepa,India,"RT @Nadiaa_Islam: Why Sushant didn't left any suicide note, if he committed suicide?? 

CBI Decode SSR Murder"
ChairmanNom,,"@7fuchsia @mamonksnk @Iukacore the ruru song was a tribute to a girl who had committed suicide back in 2014

People… https://t.co/6dom41s3hd"
Micheal90120164,,RT @JulieAnnFinney2: RIP Ryan Goodwin. We hear you. I beg you all to stand with me.  Not one of the families of these brave men and women a…
Culldogfarms,"Melbourne, Australia","RT @alaskawater: @colleenawilson @MaxCrumm @Ivuoma When he finally was released from prison he ended up committing suicide.
https://t.co/aa…"
SangalDeepa,India,"RT @oishi_saarker: Sushant didn't commit suicide !!

World knows it's a cold-blooded Murder :')

CBI Decode SSR Murder"
Abberh_suicide,Other side of existence,"RT @HarunzyIs4ALL: Slowly but surely!
RIP go reach Everybody."
ankita_J4ssr,,"RT @Kumardip10: Multiple choice for Cbi and @ips_nupurprasad
Ques) If its a suicide then who bought Sushant's body down?
A) Meme police.
B)…"
KimMSimpson,"Washington, D.C. Region","RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
UpadhyayTrishna,,"RT @NishigandhaDare: -No suicide note
- Missing Duplicate Key
- No small table
- CCTV camera footage missing
- Strangulation marks on neck…"
Amera55260426,,"RT @Kumardip10: Things pointing towards murder.
Delete of disha salians file.
Hurry in doing PM.
Taken to Cooper Hospital instead of Leelav…"
fcrmaticn,she/her || INTJ-T,"RT @CH3RRYGHOST: //suicide , self harm
-
-
-
don’t. fucking. vote. on. polls. that. don’t. have. context. how many times do we have to go o…"
Amera55260426,,"RT @its_AkRaj: @VijayShekhar9 Chacha 

Many are unknown to him ,He is the one who was going to make movie on Sushant Titled Suicide or Murd…"
Llama_Strudel,,"RT @joss_prior: I'm not surprised mediocre anti-trans types hark back to the days where there was literally no support for trans people, it…"
mistahdash,Japan,The suicide bomber.
samuantuabreu,"Caracas, Venezuela",RT @DCMotherbox: The Suicide Squad https://t.co/IIepI54YZV
Arden_Forester,Solihull,RT @OwenPaterson: My interview in @Telegraph on Rose’s suicide and my family's decision to set up The Rose Paterson Trust helping suicide p…
beckymbarrow,,"A brilliant, profoundly moving interview with Owen Paterson on his wife's suicide. “People say, ‘Oh you mustn’t bea… https://t.co/clfqwgHLGW"
X_kUUs_X,,@akosuakaakyire It's a suicide mission
a_leesha1,,RT @a_leesha1: You know what’s deeply offensive to the taxpayers of this country? Your government giving £11bn worth of public money to ur…
AndrewCrompto17,"Manchester, England","@Toffeetim @StanhillClaret @SkySportsPL NEWS FLASH! Apparently Pickford tried to commit suicide last night, he thre… https://t.co/WTOaLuyRAL"
innovationwatch,"London, England","RT @Plutus420: these #wallstreetbets retards got hedge funds on suicide watch, hold the line boys"
StaceyW32933359,,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
NBCPhiladelphia,"Philadelphia, PA",Warden Out After New Allegations at Embattled Federal Jail Where Epstein Died https://t.co/QgAmmiV6yV https://t.co/dubBPfDppm
whentop,,RT @OwenPaterson: My interview in @Telegraph on Rose’s suicide and my family's decision to set up The Rose Paterson Trust helping suicide p…
gazfromscotland,,"RT @benthecarman: The great red pilling of America over the last 1.5 years:

August 2019: The most prolific pedophile who had evidence to s…"
TCymreig,Republic of Wales,"RT @swmae01: @TCymreig @Therapists_C Brilliant idea. In my experience, and that of friends and family, the only way to receive urgent menta…"
familyliferinfo,"Lagos, Nigeria","SHE WANTED SUICIDE BECAUSE SHE SQUANDERED MY N2m
https://t.co/kLUwzf1PIe"
crispyblaze,"UwU, hell",@AgentY67 not me nor u but the issue with suicide at least for me is my parents and I don't want to go to hell so there's no way out
nupurinsan4,,"RT @AlwaysBHappy21: Happiness Mantra By practicing meditation, millions of @derasachasauda volunteers live life full of positivity and can…"
NishaRa76176599,🌍,"RT @ApurvaU21: Many are trying make money off SSR! Sháme. Specially the so called ""YouTubers"".

Be Careful of those who Change their Narrat…"
foolforlightsup,,"RT @CH3RRYGHOST: //suicide , self harm
-
-
-
don’t. fucking. vote. on. polls. that. don’t. have. context. how many times do we have to go o…"
AngedDhaliwal,"Halifax, Nova Scotia","@AsYouNotWish Yeah, its easier to say that taxpayers are the real anndatas. What about those people who work in the… https://t.co/NgUPgLQLVR"
dazaicnvs,READ CARRD BYF →,"RT @stzoldyck: TW // self harm and suicide 

just a reminder to not vote on polls with no questions or just blank, it could be someone tryi…"
Limitless_fight,Black hole,"RT @itsmekkd05: No suicide note
No froth from mouth
No eyes protruded 
No tongue popping out
With no circumstantial evidence of su!cde how…"
swmae01,"Powys, Gweriniaeth Cymru","@TCymreig @Therapists_C Brilliant idea. In my experience, and that of friends and family, the only way to receive u… https://t.co/B6Jm410xj4"
bot_semicolon,,Someone's boss is attending their boss 's funeral as a result of suicide.
snehalssrfan,,"RT @NishigandhaDare: CBI, rule out suicide theory!!
his actual height is 6'1 How many proofs do you want to rule out suicide theory?
From d…"
Halsey02588744,,"RT @PreetiK38397033: We are so lost in thinking about winning, losing, success, failure. We have forgotten to living life. The most importa…"
singhpallavi412,,"RT @NishigandhaDare: -No suicide note
- Missing Duplicate Key
- No small table
- CCTV camera footage missing
- Strangulation marks on neck…"
SanjitK52461653,,"RT @Kumardip10: What kind of professional experience does meme police have that they can say its a suicide within 5 minutes?
On what experi…"
lapogus1,,"@BorisJohnson Boris - lockdowns are causing more poverty, depression suicides, early deaths from undiagnosed cancer… https://t.co/6HN1kRfAo5"
loststar1421,,"RT @oishi_saarker: There is so much evidence in Sushant's murder that the fabricated Suicide story itself has died :3 

CBI Decode SSR Murd…"
SarahNudrat,,"RT @Kumardip10: Things pointing towards murder.
Delete of disha salians file.
Hurry in doing PM.
Taken to Cooper Hospital instead of Leelav…"
TTMultiverse,,"Excited for The Suicide Squad/ Catch up with DC's last film in my review of Birds Of Prey

https://t.co/dsNRLxTrTS"
WYP_AnnaButton,"Wakefield, England",RT @WYHpartnership: On Thurs we're launching our #CheckIn suicide prevention campaign on @TimetoChange day. It's been co-produced with peop…
snehalssrfan,,"RT @NishigandhaDare: -No suicide note
- Missing Duplicate Key
- No small table
- CCTV camera footage missing
- Strangulation marks on neck…"
abramson1234,"Maryland, USA","RT @Cleavon_MD: ""This was not a demonstration. This was not a failure to plan for a demonstration. This was a planned, coordinated attack o…"
NikumiMito,,@Zindz_1 It like a surprise suicide
LiLiWhittWhitt,Wakanda,@ddust420 He was an incredible human being. It hurts that he committed suicide. To read this quote is everything. Thanks for sharing.
MSE_4,probably eating w/ Dominique,"RT @skaijackson: Let’s not forget LaVena Johnson. She was found dead in her tent in Iraq in 2005. She had a broken nose, loose teeth, burns…"
ESkorick,"Denton, TX","RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
CompassParty1,"Little White Town, Devonshire",RT @therealchucko: Please pray for my daughter who is currently on suicide watch at the hospital.
NHS_RobW,Yorkshire,RT @WYHpartnership: On Thurs we're launching our #CheckIn suicide prevention campaign on @TimetoChange day. It's been co-produced with peop…
HanishaMirani,,RT @oishi_saarker: It is ridiculous for all the Nepo Kids in Bollywood to survive if a life struggler like Sushant commits suicide! Lol :3…
TOkereke,"Abuja, Nigeria","RT @omotayo__b: I'm tweeting this again because someone might need it! 

Suicide - 0800567567
Rape - 0214479762
Assault - 0861322322
Depres…"
SanjitK52461653,,"RT @JannatFerdousee: A person whose weight is around  80 kg, who committed suicide (as per fake theory) but Fan did not bent,  How..?

- CB…"
kamihajkurwa,She/they,"RT @amzy_obr: Yes the video came off wrong but what you’re all doing is even worse. If this woman commits suicide, you will all be preachin…"
jungledidi,,"RT @davidschneider: - Won’t join EU vaccine scheme
- Wouldn’t join EU ventilator scheme
- Failed to join EU PPE procurement scheme
- Allowi…"
kodouzero,Everywhere.,"and now I'm
on suicide watch."
fossilsuits,innie Kaap,Suicide bomber in macassar of all places!!!!
socrates1951,"Texas, USA",RT @therealchucko: Please pray for my daughter who is currently on suicide watch at the hospital.
Jovanmulijo,"Kampala, Uganda",RT @base_town: Suicide doesn't take the pain it passes it on to someone else...🥀
Gargi19223894,,"RT @12_hiral: Why all mysterious deaths are taken to cooper and declared a suicide? 
CBI Decode SSR Murder"
smoffymoth,Bundjalung Country 🇦🇺🦘🐋🐨,RT @vchic2: @LindaWesson I think it’s a question that needs to be asked..... Is it even a certainty  that it WAS suicide??
MagmumOpus,Earth,"RT @MonaSharmapr: Arvind Kejriwal is d only political in whose rally, a farmer committed live suicide. In video, Gajendra Singh’s brother s…"
harley_handy,Canada,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
lousmart,"Anglesey, North Wales",RT @KeithyWalsh: Imagine if we reported on every death by suicide the way we are with each case of the corona virus? Imagine if we took it…
Indrani04514605,,"RT @PreetiK38397033: We are so lost in thinking about winning, losing, success, failure. We have forgotten to living life. The most importa…"
joebiz007,Lagos,"RT @__Toluwalope: I'm tweeting this again because someone might need it! 

Suicide - 0800567567
Rape - 0214479762
Assault - 0861322322
Depr…"
Krsna2Kalki,,@BJP4Bengal @AITCofficial -- rohingya and lungi bahini suggests quick conversion to Islam and taking the Imam job -… https://t.co/x2hGaEJTpj
emracing96,"Mansfield, Ohio","RT @KGonYT: National Suicide Prevention Lifeline:

1-800-273-8255"
duhzqis,🇵🇭 ; he/they ; 13+,"RT @yunabliss: tw // suicide , self harm

if you see a poll like this do not vote on it. never vote on a poll with no context. these kinds…"
sammiedobedoo,She/her ;minor;༄ fil/eng ,"RT @yunabliss: tw // suicide , self harm

if you see a poll like this do not vote on it. never vote on a poll with no context. these kinds…"
foresthous1,"South Shields, England","RT @friday_fall: This is happening everyday. Lift up the vulnerable, support them. Dont @ExcludedUK them from the arms of society.  https:/…"
MamoyoT,,"I still don’t understand why a man who struggled with alcoholism ,substance abuse and once attempted suicide can be… https://t.co/J34N8SkK2x"
Maverickr14,hell,"RT @kazi_ikejimba: @OnyebuekeEsthe2 Omo he broke the law and got punished 
And he was now on a suicide mission on top
An all powerful god n…"
marriyahjd,,"RT @jackbenedwards: not zoella's BOOK being dropped by schools because her BLOG spoke about self-pleasure?

of mice and men: themes of murd…"
number1blueboy,"Leeds, England",@Berumster I think they're organising a JONESTOWN style mass suicide. 👌
Ambientfilms,,@AOC I have serious concern if this is really a suicide or is it actually a homicide. It didn't raise any alarms fo… https://t.co/vWq8pdqd1a
divyaiyer65,भारत (Now In Singapore),"RT @itsmekkd05: No suicide note
No froth from mouth
No eyes protruded 
No tongue popping out
With no circumstantial evidence of su!cde how…"
Mstahimilivu,,@NazimRUs Pls let's spare her. She can commit suicide. Two wrongs never make right. I'm sure we are all laughing bt… https://t.co/FrTKy0Ytjf
marieca97999227,,RT @Edumcgill: Teen suicide prevention during COVID-19: @MCGeoffroy advises on how parents and kids can have honest and safe conversations:…
nusaybah_w,,"RT @amzy_obr: Yes the video came off wrong but what you’re all doing is even worse. If this woman commits suicide, you will all be preachin…"
maiweatherxo,,"I wrote an article about this gentleman this week. 

‘A conversation more useful than any drug’

""Inspire before yo… https://t.co/NpmEerQqYc"
Sana48651017,,"RT @12_hiral: Why all mysterious deaths are taken to cooper and declared a suicide? 
CBI Decode SSR Murder"
tm014d1009,,RT @JohnnyMercerUK: Owen was one of those who always quietly but firmly supported me in my efforts for NI vets and gave me the confidence t…
melviewz,,RT @therealchucko: Please pray for my daughter who is currently on suicide watch at the hospital.
MamaMamizuka,,"RT @stzoldyck: TW // self harm and suicide 

just a reminder to not vote on polls with no questions or just blank, it could be someone tryi…"
SarahNudrat,,"RT @Kumardip10: Multiple choice for Cbi and @ips_nupurprasad
Ques) If its a suicide then who bought Sushant's body down?
A) Meme police.
B)…"
Guptasheetal4,,"RT @MadhuparnaMukh2: What are top7 reasons that made you realise that it was a murder and not suicide..Mine👇
1. No note
2. Height discrepan…"
prettiestdazai,she/ they | 19 | aro/demi ˙ᵕ˙,"RT @yunabliss: tw // suicide , self harm

if you see a poll like this do not vote on it. never vote on a poll with no context. these kinds…"
MariaDee5,Ohio,"RT @jessderrington: A year ago I was in a very sinful / abusive relationship. Turned my back on God. Started drinking, thoughts of suicide…"
iwaoikkuro,ic: @nm122262,"RT @yunabliss: tw // suicide , self harm

if you see a poll like this do not vote on it. never vote on a poll with no context. these kinds…"
m_uttkarsh,,@imdev_09 You ever heard that any tax payer commit suicide bcz of not paying tax?? But m sure you must have heard t… https://t.co/YqmVPu6MdA
zekecums,s/h NSFW!,"RT @stzoldyck: TW // self harm and suicide 

just a reminder to not vote on polls with no questions or just blank, it could be someone tryi…"
RILLSPALETTE,probably at rill's art box ✍︎,"RT @stzoldyck: TW // self harm and suicide 

just a reminder to not vote on polls with no questions or just blank, it could be someone tryi…"
Sanjeev39697785,,"RT @Rani8448: #Solution_To_Suicide
True spiritual knowledge given by Supreme Saint Rampal Ji Maharaj can prevent suicide.
To know more get…"
skiiiisx,,"WAKE UP mfs, its suicide Saturday"
ac_cheyenne,North Carolina,@emmaadavissss Dude us psych students are having to prepare now to treat this new “pandemic generation” because of… https://t.co/LUggv5PNBM
Mahendr24594454,,RT @therealchucko: Please pray for my daughter who is currently on suicide watch at the hospital.
Sunita29100228,location ,"RT @12_hiral: Why all mysterious deaths are taken to cooper and declared a suicide? 
CBI Decode SSR Murder"
DonnyoSpeaks,Ottawa 🇨🇦,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
airlift1300,N of Atlanta - not by choice,"RT @sfpelosi: Its been 22 days since Trump’s deadly sedition mob and I hope all the Capitol lawmakers, staff, press, security, and support…"
GaryParham10,,"RT @Cleavon_MD: ""This was not a demonstration. This was not a failure to plan for a demonstration. This was a planned, coordinated attack o…"
c_mcandrews,,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
hscott61,,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
Shallu52218972,,"RT @PreetiK38397033: We are so lost in thinking about winning, losing, success, failure. We have forgotten to living life. The most importa…"
calmcarl,london,@GrassrootsSP I've quietened the voice that draws me towards suicide with professional help and loving support. Whe… https://t.co/CclfIRme7X
Mr_John_Harvey_,Exeter,RT @JohnnyMercerUK: Owen was one of those who always quietly but firmly supported me in my efforts for NI vets and gave me the confidence t…
proudsouthsouth,Nigeria,RT @therealchucko: Please pray for my daughter who is currently on suicide watch at the hospital.
Nishamelb,India,"RT @pdm_chinnu: Where is:
 juice glass?
suicide note?
-duplicate key?
-Tensile strength report of green cloth?
-knife used to cut that gree…"
AnnuRao7777,India,"RT @12_hiral: Why all mysterious deaths are taken to cooper and declared a suicide? 
CBI Decode SSR Murder"
AnnuRao7777,India,"RT @PreetiK38397033: We are so lost in thinking about winning, losing, success, failure. We have forgotten to living life. The most importa…"
kizamilovemail,corpse party hell,"tw // suicide 

6. clearly i can’t gloss over the fact kizami capitalises on morishige’s guilt to convince him to k… https://t.co/IhihPsDKOM"
MartinaLuther4,Denmark,"Adolf Hitler signed his last will and testament in the Berlin Führerbunker on 29 April 1945, the day before he comm… https://t.co/PDikSgDmFY"
corpseykiwi,15 | she/her,"RT @ashluvscorpse1: TW // Suicide , Rape , Eating disorder
-
-
-
-
-
Can you guys report @/Quack_husband.They have made tweets mocking fail…"
ipaneko,,"RT @bellamelodys: ""your parents is the reason why you're here"" yea and they also the reason why i tried to commit suicide 😄"
filmactually,Jamaica,"RT @nkush42: ON THE COUNT OF THREE: I continue to be a Christopher Abbott stan - this up there with his best work. Although, part of me is…"
BluSapphire88,"Small Town, USA.🇺🇸🇺🇸🇺🇸",RT @cathymcs: @NBCNews I hope they aren't being murdered and made to look like suicide because they know something. My heart is breaking fo…
arrigozaki,,@NBCNews He didn’t committ suicide from the unfortunate mob attack on the US Capitol. That poor men’s problem came… https://t.co/rwOsFY2svz
ImSsrian,,"RT @MadhuRay_12: Who is the mastermind of Suicide theory???
@ips_nupurprasad
CBI Decode SSR Murder https://t.co/Iia6KNmeKQ"
USARaconteur,Manchester,"Promotion of successful ways in which you can end your life is horrible, even if not mentioning the actual drug's n… https://t.co/yZojdkNkFu"
Autumn_7Ga,,"RT @ApurvaU21: Many are trying make money off SSR! Sháme. Specially the so called ""YouTubers"".

Be Careful of those who Change their Narrat…"
gemellamamma,NY,"RT @perdidostschool: Regarding the ""Closed schools are killing kids!"" argument the @nytimes went with this week:

Vegas teen suicide rates…"
Learmmm,Maldives,RT @therealchucko: Please pray for my daughter who is currently on suicide watch at the hospital.
riteoffittage,Omicron Persei 8,"These turds killed 32 innocent people in Baghdad just last week with a double suicide bombing, cry me a freaking ri… https://t.co/iemFbr7BCm"
shekharsingh85,india,RT @TheAmitLakhani: There's a common tendancy of adding grave IPC sections in order to put pressure on the husband's side in matrimonial ca…
geraltbooty,Hupperdook,"I’m finally okay with myself after all of that, but I absolutely do not owe the people who pushed me to plan my sui… https://t.co/x8mq090MeJ"
the_woke_hindu,,"@TohmeKyakaru @PTI_News Every year about 800,000 people die by suicide, of which, 135,000 are Indians. That's the c… https://t.co/udvjT9YezO"
geraltbooty,Hupperdook,"Bullying/abuse/suicide CW: 

Unpopular opinion but if you were ever abused or bullied you don’t owe the people who… https://t.co/hi93qI1tas"
aquarius2639,,"RT @LRPow79: In the Capitol #insurrection:
🚓140 Police Officers injured
🚓2 Have committed suicide
🚓1 was beaten to death
Blue Lives don’t r…"
knotchoes,venmo @Jaz-mataz,@LuvGeneration67 @NBCNews police have been more likely to die by suicide than in the line of duty
Kulwant81665537,,"RT @PreetiK38397033: We are so lost in thinking about winning, losing, success, failure. We have forgotten to living life. The most importa…"
Gemini30308952,,"RT @ApurvaU21: Many are trying make money off SSR! Sháme. Specially the so called ""YouTubers"".

Be Careful of those who Change their Narrat…"
SoraTheRapGirl,Join Dark Order,@JuliaUwU11 NU! NU SUICIDE FOR FUCKS SAKE
ducatigirrl,Social Distance,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
SarahNudrat,,"RT @ApurvaU21: Many are trying make money off SSR! Sháme. Specially the so called ""YouTubers"".

Be Careful of those who Change their Narrat…"
REZ3S,spam acc,"RT @yunabliss: tw // suicide , self harm

if you see a poll like this do not vote on it. never vote on a poll with no context. these kinds…"
amzy_obr,SPACE 🪐,"Yes the video came off wrong but what you’re all doing is even worse. If this woman commits suicide, you will all b… https://t.co/jNnQaEp6bq"
lyneclnsn,,double suicide Dazai &gt;.&lt;
MajorBlazer0223,¯\_(ツ)_/¯,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
SarahNudrat,,"RT @PreetiK38397033: We are so lost in thinking about winning, losing, success, failure. We have forgotten to living life. The most importa…"
sushwasmurdered,In SSR World :),"RT @ashwinikucchu: It does not mean if SSR is gone, he cannot speak anymore! He is here among us and his divine soul is quite strong to see…"
MentalHealthBo5,,RT @Edumcgill: Teen suicide prevention during COVID-19: @MCGeoffroy advises on how parents and kids can have honest and safe conversations:…
arusakow,,"RT @Cleavon_MD: ""This was not a demonstration. This was not a failure to plan for a demonstration. This was a planned, coordinated attack o…"
Samazz12609700,,@sea_yumani @Aella_Girl I see parallels with people not committing suicide because they feel regret/sadness if they… https://t.co/J4UT5JmLBc
SurajKumar4SSR,,"RT @JannatFerdousee: A person whose weight is around  80 kg, who committed suicide (as per fake theory) but Fan did not bent,  How..?

- CB…"
HanishaMirani,,"RT @JannatFerdousee: A person whose weight is around  80 kg, who committed suicide (as per fake theory) but Fan did not bent,  How..?

- CB…"
GazithKaren,,RT @Edumcgill: Teen suicide prevention during COVID-19: @MCGeoffroy advises on how parents and kids can have honest and safe conversations:…
_MeredithP_,he/him • 16,ive always found it uncomfy that bsd chose to make an edgy terrorist character who makes dark jokes inspired by a r… https://t.co/Bc3kyExL1M
gntlman,"Mesquite, Texas",RT @therealchucko: Please pray for my daughter who is currently on suicide watch at the hospital.
gazArty146,,@CarlWillDurham Some people think he never committed suicide you cant tell me he never had a way of getting out of… https://t.co/eeutIqzRmw
Jaasmin06303004,,"RT @itsmekkd05: No suicide note
No froth from mouth
No eyes protruded 
No tongue popping out
With no circumstantial evidence of su!cde how…"
_AhmedTarik_,"Cairo, Egypt",RT @3arabawy: Assisted suicide: German government seeks to regulate practice https://t.co/KzkZh2KmKp
kamoelevated,,"RT @valavoosh: Sithole died ""by suicide"" 12 days before Madiba's release. I mention Madiba because Sithole was Zindzi's partner. They had r…"
LEVlWH0RE,“ —あなたの夢をあき らめて死ぬ  ”  ,"RT @stzoldyck: TW // self harm and suicide 

just a reminder to not vote on polls with no questions or just blank, it could be someone tryi…"
prafulm08,"Mumbai, India","RT @cskkanu: @mataonline It's husband suicide so no further investigation, no punishment to women who are responsible for this killing.
#Hu…"
CH3RRYR0PE,no bbg | minor | zourriall,"RT @CH3RRYGHOST: //suicide , self harm
-
-
-
don’t. fucking. vote. on. polls. that. don’t. have. context. how many times do we have to go o…"
GantMichael,"Indianapolis, Indiana","RT @Cleavon_MD: ""This was not a demonstration. This was not a failure to plan for a demonstration. This was a planned, coordinated attack o…"
ashwinikucchu,Where Sushant is among stars ,"It does not mean if SSR is gone, he cannot speak anymore! He is here among us and his divine soul is quite strong t… https://t.co/CYSwaJAlTt"
MumbaiMirror,"Mumbai, India",A 37-year-old scientist working in Bio-Chem department of the BARC in Trombay died by suicide after a tiff with his… https://t.co/gDmQGozW5p
sonjairina,"Lacey, WA","RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
SangalDeepa,India,"RT @12_hiral: Why all mysterious deaths are taken to cooper and declared a suicide? 
CBI Decode SSR Murder"
FrackHazReveal,"New England, USA","RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
snehalssrfan,,"RT @12_hiral: The distance between the bed and fan was not enough for him to hang. Then how was it declared a suicide?

CBI Decode SSR Murd…"
SM_0A,Bagh Azad Kashmir,"RT @AIYIAL: Dr Saleem,brother of Dr Azhar Hussain,who allegedly killed his daughter&amp;committed suicide in Multan last week,was found dead in…"
94HARRYSANGEL,rcbyf || ot5-solo,"RT @CH3RRYGHOST: //suicide , self harm
-
-
-
don’t. fucking. vote. on. polls. that. don’t. have. context. how many times do we have to go o…"
Balog31,Banco de espana,"RT @thesheddyking: Until someone else commit suicide before Twitter NG remembers that bodyshaming is bad and we should be kind with words,…"
TXByBirth,"Texas, USA","@HopeSeck @SoonerSower @Oriana0214 Why don't we ever hear about the Capitol Police officer who committed suicide?
I… https://t.co/9IY2aXNiuT"
MartinPaterso13,"Glasgow, Scotland.  Beatthefix",RT @mgaskell12: Well done @Peter_Shilton Our NHS clinics have many young football fans hooked in by rapacious ubiquitous gambling advertisi…
NzePatoh01,Procrasti-nation,RT @base_town: Suicide doesn't take the pain it passes it on to someone else...🥀
lordez56,"Pennsylvania, USA",RT @besa_andy: Suicide is real people. It is dangerous and deadly. Do not take suicidal statements from a loved one for granted. The Nation…
Grown_UpWoman,"Manchester, UK","@ChaseSm95511616 @gingerdisco99 @she_flew Read it. 

1. They suicide at all stages of transition so clearly the aff… https://t.co/kBVHQaHkfF"
moorer1,,RT @codeofvets: 22 VETERANS COMMIT SUICIDE EVERY DAY https://t.co/HqVks615vC
TheShobhitAzad,"Uttar Pradesh, India","RT @MonaSharmapr: Arvind Kejriwal is d only political in whose rally, a farmer committed live suicide. In video, Gajendra Singh’s brother s…"
Windy_Lindy1,USA.  ♥️🇺🇸💙,RT @EaglezFlyHigh: @NBCNews By suicide ? Why would he commit suicide?
Another_Mike__,"Georgia, USA","@LindaWesson Police officers are at a higher risk of suicide than any other profession. In fact, suicide is so prev… https://t.co/fyTFt6j9f8"
Sunita29100228,location ,"RT @oishi_saarker: There is so much evidence in Sushant's murder that the fabricated Suicide story itself has died :3 

CBI Decode SSR Murd…"
tmaphutha,Gauteng and Limpopo,"RT @Selbybok: Some journalists, communicators &amp; PR practitioners are frantically calling their ‘handlers’ enquiring whether their names are…"
englishdevil,,@DavidAyerMovies Your time is coming... we need your suicide squad cut!
spookycocodun,15- she/he,Not me forcing myself to watch suicide Squad on warner Bros channel to just to hear heathens
Windy_Lindy1,USA.  ♥️🇺🇸💙,RT @cathymcs: @NBCNews I hope they aren't being murdered and made to look like suicide because they know something. My heart is breaking fo…
stonerackerman,she/her • nsfw ,"RT @yunabliss: tw // suicide , self harm

if you see a poll like this do not vote on it. never vote on a poll with no context. these kinds…"
Patrici15311724,"Burscough, England",RT @lpoolcouncil: Sergeant Antony Lorenzelli from @MerseyPolice talks about the 999 call that helped him come up the idea for suicide preve…
missfizzy34,,"@Jayne_A20 @LianneFallon4 @honey1962 @BorisJohnson Thing is, parents are in as much danger of passing away of undia… https://t.co/FfkexBeg8N"
Dolly18879655,India,"RT @12_hiral: Why all mysterious deaths are taken to cooper and declared a suicide? 
CBI Decode SSR Murder"
gawde_bhavesh,,"RT @PriyaSh78692980: Who Declare Disha was in Depression 
is there any Medicines or Fake Documents Found in her appartment,???
Like any Mur…"
ldwyatt73,United States,RT @therealchucko: Please pray for my daughter who is currently on suicide watch at the hospital.
velvetsuna,18 ˚ filo,"RT @stzoldyck: TW // self harm and suicide 

just a reminder to not vote on polls with no questions or just blank, it could be someone tryi…"
Windy_Lindy1,USA.  ♥️🇺🇸💙,"RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
dn77788,.,"@nationfirrst Don't do suicide due to impotant law. ""Remove"" the reason for suicide from earth."
ninajeanlawson1,,"RT @ObedArchimedes: Peter denied Jesus and Judas betrayed Jesus .Both of them fell and were filled with regrets,and anguish for their behav…"
Shahdaroba,Los Angeles,"RT @askjillian: Just woke thinking about the officer that was murdered Jan 6, &amp; 5 others permanently damaged by brain injuries, one lost an…"
snehalssrfan,,"RT @pdm_chinnu: Where is:
 juice glass?
suicide note?
-duplicate key?
-Tensile strength report of green cloth?
-knife used to cut that gree…"
0109am,not where i want to be ,RT @therealchucko: Please pray for my daughter who is currently on suicide watch at the hospital.
